DATASET,GAME_ID,DATE,TEAM,VENUE,Q1,Q2,Q3,Q4,OT1,OT2,OT3,OT4,OT5,F,MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,"TO
TO",BL,PTS,POSS,PACE,OEFF,DEFF,"TEAM
REST DAYS",STARTING LINEUPS,,,,,MAIN REF,CREW,OPENING ODDS,OPENING SPREAD,OPENING TOTAL,"LINE 
MOVEMENT #1","LINE 
MOVEMENT #2","LINE 
MOVEMENT #3","CLOSING
ODDS",CLOSING SPREAD,CLOSING TOTAL,MONEYLINE,HALFTIME,"BOX SCORE
URL","ODDS
URL"
NBA 2018-2019 Regular Season,21801157,4/1/19,Minnesota,H,23,41,36,22,,,,,,122,240,47,96,11,29,17,19,10,27,37,29,19,8,9,9,3,122,99.9,99.9,122.1,132.1,3IN4,Andrew Wiggins,Dario Saric,Karl-Anthony Towns,Josh Okogie,Tyus Jones,,John Goble,223,3,223,226,225, 225u14,225,3,225,130,115.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801158,4/1/19,Philadelphia,R,32,18,27,25,,,,,,102,240,36,93,6,33,24,32,12,43,55,20,22,2,12,12,9,102,105.6,105.6,96.6,115.5,1,James Ennis III,Tobias Harris,Jonah Bolden,JJ Redick,Ben Simmons,Marc Davis,Mitchell Ervin,-8.5,-8.5,220.5,-5.5,-14.5,-5.5,-10,-5,219.5,-200,-13,,
NBA 2018-2019 Regular Season,21801158,4/1/19,Dallas,H,27,41,29,25,,,,,,122,240,46,97,12,32,18,27,10,44,54,29,22,5,6,9,3,122,105.6,105.6,115.5,96.6,B2B,Justin Jackson,Dirk Nowitzki,Dwight Powell,Courtney Lee,Jalen Brunson,,J.T. Orr,220.5,8.5,220.5,218.5,218, 218o21,219.5,5,219.5,170,107,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801159,4/1/19,Charlotte,R,23,16,25,38,,,,,,102,240,36,90,7,30,23,29,10,34,44,15,20,12,11,11,2,102,101.6,101.6,100.4,109.2,3IN4-B2B,Miles Bridges,Marvin Williams,Bismack Biyombo,Dwayne Bacon,Kemba Walker,Ken Mauer,Mark Lindsay,218,11.5,218,219.5,219,218,219,11,219,535,106o15,,
NBA 2018-2019 Regular Season,21801159,4/1/19,Utah,H,26,26,27,32,,,,,,111,240,38,79,15,35,20,26,5,42,47,30,25,7,17,18,3,111,101.6,101.6,109.2,100.4,2,Joe Ingles,Jae Crowder,Rudy Gobert,Donovan Mitchell,Ricky Rubio,,Eric Dalen,-11.5,-11.5,218,-15.5,-11, -11 -09,-11,-11,219,-751,-2.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801160,4/1/19,Cleveland,R,23,29,32,29,,,,,,113,240,45,99,8,22,15,22,18,30,48,17,24,5,9,9,3,113,98.7,98.7,114.5,123.6,1,Cedi Osman,Larry Nance Jr.,Tristan Thompson,Brandon Knight,Collin Sexton,Rodney Mott,Kevin Cutler,221.5,1,221.5,224o11,224,223,223.5,2,223.5,115,115,,
NBA 2018-2019 Regular Season,21801160,4/1/19,Phoenix,H,31,40,20,31,,,,,,122,240,46,84,13,37,17,20,5,35,40,28,22,1,13,14,11,122,98.7,98.7,123.6,114.5,1,Mikal Bridges,Dragan Bender,Richaun Holmes,Devin Booker,Elie Okobo,,Mark Ayotte,-22,-1,221.5,-2,-22,-2.5,-17,-2,223.5,-135,-0.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801161,4/2/19,LA Lakers,R,28,27,23,25,,,,,,103,240,40,84,16,39,7,10,4,35,39,26,25,7,21,23,2,103,104.3,104.3,98.7,114.1,1,Lance Stephenson,Moritz Wagner,JaVale McGee,Kentavious Caldwell-Pope,Rajon Rondo,Derrick Collins,Eric Lewis,224,13,224,227u11,226.5,225.5,225.5o11,13,225.5,777,109,,
NBA 2018-2019 Regular Season,21801161,4/2/19,Oklahoma City,H,34,25,35,25,,,,,,119,240,47,102,13,44,12,20,17,33,50,33,14,15,12,12,7,119,104.3,104.3,114.1,98.7,1,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,,Matt Boland,-13,-13,224,-17,-12.5, -12.5 -15,-22,-13,225.5,-1253,-21.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801162,4/2/19,Atlanta,R,31,25,34,21,,,,,,111,240,43,94,12,34,13,20,11,32,43,26,18,13,11,11,2,111,101.4,101.4,109.5,115.4,1,Justin Anderson,Vince Carter,Alex Len,Kevin Huerter,Trae Young,Ed Malloy,Dedric Taylor,227,10,227,228.5,230,230.5,229.5,11.5,229.5,534,111.5o15,,
NBA 2018-2019 Regular Season,21801162,4/2/19,San Antonio,H,33,25,28,31,,,,,,117,240,42,80,14,30,19,22,4,41,45,23,17,6,16,17,6,117,101.4,101.4,115.4,109.5,1,DeMar DeRozan,Rudy Gay,LaMarcus Aldridge,Bryn Forbes,Derrick White,,CJ Washington,-10,-10,227,-33.5,-26,-11.5,-15.5,-11.5,229.5,-750,-6.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801163,4/2/19,Houston,R,33,29,29,39,,,,,,130,240,46,94,26,61,12,17,8,35,43,30,20,8,7,7,3,130,97.2,97.2,133.7,108,2,Eric Gordon,PJ Tucker,Clint Capela,Chris Paul,James Harden,Sean Wright,Justin Van Duyne,-5,-5,227,-18.5,-20.5, -6 -15,-11,-6,225.5,-240,1.5,,
NBA 2018-2019 Regular Season,21801163,4/2/19,Sacramento,H,23,23,31,28,,,,,,105,240,42,95,7,23,14,20,16,35,51,19,15,3,11,11,4,105,97.2,97.2,108,133.7,3IN4,Harrison Barnes,Nemanja Bjelica,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,,Kevin Cutler,227,5,227,226.5u12,226,225.5,225.5u13,6,225.5,199,109.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801164,4/2/19,Denver,R,24,19,21,38,,,,,,102,240,36,96,7,30,23,29,12,28,40,23,15,19,15,16,4,102,107.1,107.1,95.2,108.3,1,Will Barton,Paul Millsap,Nikola Jokic,Gary Harris,Jamal Murray,Zach Zarba,Gediminas Petraitis,220.5,7.5,220.5,220.5,219.5,220.5,220.5u14,8.5,220.5,310,107o20,,
NBA 2018-2019 Regular Season,21801164,4/2/19,Golden State,H,30,29,27,30,,,,,,116,240,50,92,13,34,3,8,13,42,55,36,21,11,24,24,11,116,107.1,107.1,108.3,95.2,1,Kevin Durant,Draymond Green,DeMarcus Cousins,Klay Thompson,Stephen Curry,,Mark Lindsay,-7.5,-7.5,220.5,-21.5,-23.5, -8.5 -07,-13.5,-8.5,220.5,-390,PK,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801165,4/3/19,Indiana,R,18,26,34,30,,,,,,108,240,43,92,6,21,16,22,10,34,44,31,18,9,11,11,4,108,98.5,98.5,109.7,90.4,1,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Tyreke Evans,Cory Joseph,Michael Smith,Kane Fitzgerald,205.5,2.5,205.5,204.5,205.5,206,205.5,2,205.5,130,100.5,,
NBA 2018-2019 Regular Season,21801165,4/3/19,Detroit,H,15,21,26,27,,,,,,89,240,31,80,11,41,16,24,11,35,46,21,25,6,18,20,5,89,98.5,98.5,90.4,109.7,1,Bruce Brown,Thon Maker,Andre Drummond,Wayne Ellington,Reggie Jackson,,Marat Kogut,-17.5,-2.5,205.5,-2.5,-18, -2.5 -05,-5,-2,205.5,-150,-3.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801166,4/3/19,New York,R,26,19,29,26,,,,,,100,240,38,85,6,27,18,21,8,31,39,21,18,10,12,12,5,100,97.6,97.6,102.4,116.7,1,Kevin Knox,Mario Hezonja,Mitchell Robinson,Damyean Dotson,Emmanuel Mudiay,Ron Garretson,Jonathan Sterling,212.5,11.5,212.5,212.5o11,212.5, 212.5u13,212.5,12.5,212.5,797,103o15,,
NBA 2018-2019 Regular Season,21801166,4/3/19,Orlando,H,26,32,27,29,,,,,,114,240,45,99,11,32,13,20,19,36,55,29,16,5,13,14,7,114,97.6,97.6,116.7,102.4,1,Jonathan Isaac,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,,Josh Tiven,-11.5,-11.5,212.5,-23.5,-13,-13.5,-12.5,-12.5,212.5,-1300,-3.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801167,4/3/19,Chicago,R,26,30,27,32,,,,,,115,240,48,90,5,19,14,17,9,40,49,22,23,7,20,20,5,115,107.8,107.8,106.7,105.7,1,Timothe Luwawu-Cabarrot,Wayne Selden,Robin Lopez,Shaquille Harrison,Walter Lemon Jr.,Scott Wall,Haywoode Workman,228,10.5,228,226,226u11 ,226,225.5,9.5,225.5,400,116,,
NBA 2018-2019 Regular Season,21801167,4/3/19,Washington,H,28,29,30,27,,,,,,114,240,45,97,5,27,19,26,9,30,39,24,18,8,12,12,9,114,107.8,107.8,105.7,106.7,2,Troy Brown Jr.,Bobby Portis,Thomas Bryant,Bradley Beal,Tomas Satoransky,,Tom Washington,-10.5,-10.5,228,-17,-10, -9.5 -15,-9.5,-9.5,225.5,-525,-5.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801168,4/3/19,Philadelphia,R,38,30,26,28,,,,,,122,240,45,98,10,31,22,38,26,31,57,27,24,8,13,13,4,122,101.5,101.5,120.2,128,1,Jimmy Butler,Tobias Harris,Jonah Bolden,JJ Redick,Ben Simmons,Mike Callahan,Nick Buchert,-3.5,-3.5,236.5,-4,-9.5,-4.5,-4,-4,240,-180,-5.5,,
NBA 2018-2019 Regular Season,21801168,4/3/19,Atlanta,H,42,30,26,32,,,,,,130,240,48,92,12,36,22,28,11,33,44,29,26,7,11,11,7,130,101.5,101.5,128,120.2,3IN4-B2B,Taurean Prince,John Collins,Alex Len,Kevin Huerter,Trae Young,,Derek Richardson,236.5,3.5,236.5,238.5,240,239,240,4,240,155,116.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801169,4/3/19,Toronto,R,34,23,33,25,,,,,,115,240,44,105,15,38,12,14,17,35,52,29,16,9,7,7,1,115,100,100,115,105,1,Kawhi Leonard,Pascal Siakam,Marc Gasol,Danny Green,Kyle Lowry,Pat Fraher,Scott Twardoski,-7,-2,227.5,-11,-2,-2.5,-7.5,-2.5,228.5,-130,-4,,
NBA 2018-2019 Regular Season,21801169,4/3/19,Brooklyn,H,22,28,28,27,,,,,,105,240,41,86,10,32,13,21,9,44,53,23,19,3,14,16,2,105,100,100,105,115,1,DeMarre Carroll,Rodions Kurucs,Jarrett Allen,Joe Harris,D'Angelo Russell,,Karl Lane,227.5u21,2,227.5,227.5u21,226,227.5,228.5,2.5,228.5,110,111,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801170,4/3/19,Boston,R,29,24,30,29,,,,,,112,240,38,80,9,24,27,31,6,36,42,25,21,8,11,12,7,112,98.3,98.3,113.9,103.7,1,Jayson Tatum,Al Horford,Aron Baynes,Marcus Smart,Kyrie Irving,Jason Phillips,Ray Acosta,-6,-1,212.5,-3,-3.5, +0.5 +05,-1,-1,214,-115,1.5,,
NBA 2018-2019 Regular Season,21801170,4/3/19,Miami,H,31,18,32,21,,,,,,102,240,39,95,12,36,12,20,16,31,47,25,23,6,15,15,5,102,98.3,98.3,103.7,113.9,1,Josh Richardson,Kelly Olynyk,Bam Adebayo,Dion Waiters,Goran Dragic,,Ben Taylor,212.5,1,212.5,215,214.5,215.5,214,1,214,-105,110.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801171,4/3/19,Charlotte,R,24,35,24,32,,,,,,115,240,38,90,12,34,27,32,11,37,48,19,15,13,11,11,5,115,102.6,102.6,112.1,106.3,3IN4,Miles Bridges,Michael Kidd-Gilchrist,Bismack Biyombo,Dwayne Bacon,Kemba Walker,Leon Wood,Dedric Taylor,-3,-3,231,-9.5,-4.5, -4.5 -15,-4.5,-4.5,231,-194,-2,,
NBA 2018-2019 Regular Season,21801171,4/3/19,New Orleans,H,21,34,23,31,,,,,,109,240,40,85,15,41,14,17,7,41,48,25,27,7,19,19,4,109,102.6,102.6,106.3,112.1,2,Kenrich Williams,Julius Randle,Jahlil Okafor,Ian Clark,Elfrid Payton,,James Williams,231,3,231,231,231,229.5,231,4.5,231,163,112,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801172,4/3/19,Minnesota,R,32,26,31,21,,,,,,110,240,42,86,10,27,16,20,5,33,38,26,25,6,8,10,3,110,99.2,99.2,110.9,108.8,1,Andrew Wiggins,Dario Saric,Karl-Anthony Towns,Josh Okogie,Tyus Jones,Matt Boland,Mousa Dagher,223.5,2,223.5,227.5u14,227.5, 227.5u11,227.5,3,227.5,115,111o15,,
NBA 2018-2019 Regular Season,21801172,4/3/19,Dallas,H,27,31,21,29,,,,,,108,240,43,94,7,39,15,19,12,37,49,26,20,2,13,13,5,108,99.2,99.2,108.8,110.9,3IN4,Justin Jackson,Dirk Nowitzki,Dwight Powell,Jalen Brunson,Luka Doncic,,Ed Malloy,-2,-2,223.5,-8,-2.5, -2.5 -05,-3,-3,227.5,-135,-1.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801173,4/3/19,San Antonio,R,24,19,21,21,,,,,,85,240,31,81,5,27,18,25,11,27,38,15,14,9,11,11,7,85,93.6,93.6,90.8,120.7,3IN4-B2B,DeMar DeRozan,LaMarcus Aldridge,Jakob Poeltl,Bryn Forbes,Derrick White,JB DeRosa,David Guthrie,213,4.5,213,213.5,214.5,215,214.5,5,214.5,180,104.5o15,,
NBA 2018-2019 Regular Season,21801173,4/3/19,Denver,H,28,33,25,27,,,,,,113,240,47,87,12,33,7,12,8,39,47,41,20,6,14,15,3,113,93.6,93.6,120.7,90.8,3IN4-B2B,Will Barton,Paul Millsap,Nikola Jokic,Gary Harris,Jamal Murray,,Mark Ayotte,-4.5,-4.5,213,-19.5,-5, -5 -20,-5,-5,214.5,-215,3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801174,4/3/19,Utah,R,25,31,28,34,,,,,,118,240,44,77,16,32,14,18,7,38,45,30,16,2,20,20,9,118,95.9,95.9,123,101.1,1,Joe Ingles,Thabo Sefolosha,Rudy Gobert,Royce O'Neale,Donovan Mitchell,Scott Foster,Gediminas Petraitis,-10,-10,220.5,-26,-25.5, -10 -05,-10.5,-10.5,219.5,-650,-22,,
NBA 2018-2019 Regular Season,21801174,4/3/19,Phoenix,H,31,22,23,21,,,,,,97,240,42,91,5,21,8,13,9,22,31,21,23,7,10,10,3,97,95.9,95.9,101.1,123,1,Mikal Bridges,Dragan Bender,Richaun Holmes,Devin Booker,Elie Okobo,,Leroy Richardson,220.5,10,220.5,217.5,218.5o14 , 218.5o25,219.5,10.5,219.5,477,111,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801175,4/3/19,Memphis,R,30,29,10,20,,,,,,89,240,31,80,11,33,16,19,4,28,32,20,16,10,13,13,9,89,96.9,96.9,91.8,119.7,2,Justin Holiday,Julian Washburn,Ivan Rabb,Tyler Dorsey,Delon Wright,James Capers,Brett Nansel,216,10,216,217,216, 216o16,217,10,217,447,106o15,,
NBA 2018-2019 Regular Season,21801175,4/3/19,Portland,H,28,34,24,30,,,,,,116,240,48,94,10,31,10,16,14,40,54,28,14,9,13,14,3,116,96.9,96.9,119.7,91.8,1,Maurice Harkless,Al-Farouq Aminu,Enes Kanter,Rodney Hood,Damian Lillard,,Tony Brown,-10,-10,216,-16,-10.5, -9.5 -15,-10,-10,217,-600,-6,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801176,4/3/19,Houston,R,39,29,34,33,,,,,,135,240,47,88,18,38,23,29,12,36,48,22,29,6,16,16,7,135,103.4,103.4,130.6,99.6,B2B,Eric Gordon,PJ Tucker,Clint Capela,Chris Paul,James Harden,Ken Mauer,Eric Dalen,-1,-1,229,-2.5,-17.5,-3,-7.5,-2.5,230,-145,-1,,
NBA 2018-2019 Regular Season,21801176,4/3/19,LA Clippers,H,26,27,20,30,,,,,,103,240,38,82,8,26,19,31,9,29,38,27,22,11,16,19,2,103,103.4,103.4,99.6,130.6,2,Garrett Temple,Danilo Gallinari,Ivica Zubac,Landry Shamet,Shai Gilgeous-Alexander,,Courtney Kirkland,229,1,229,229.5,229.5u11 ,229.5,230u21,2.5,230,125,112.5o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801177,4/4/19,Milwaukee,R,30,26,26,46,,,,,,128,240,42,93,12,34,32,43,8,42,50,26,18,5,10,11,6,128,111.2,111.2,115.1,109.7,2,Khris Middleton,Giannis Antetokounmpo,Brook Lopez,Sterling Brown,Eric Bledsoe,Eric Lewis,Tyler Ford,-4.5,-4.5,231.5,-17.5,-19.5, -3.5 -14,-19,-4,231.5,-180,-4,,
NBA 2018-2019 Regular Season,21801177,4/4/19,Philadelphia,H,26,32,28,36,,,,,,122,240,45,95,18,36,14,18,4,39,43,36,26,4,13,13,8,122,111.2,111.2,109.7,115.1,3IN4-B2B,Tobias Harris,Mike Scott,Joel Embiid,JJ Redick,Ben Simmons,,Brent Barnaky,231.5,4.5,231.5,230.5,230.5u11 ,231,231.5,4,231.5,155,116.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801178,4/4/19,Cleveland,R,22,29,33,20,,,,,,104,240,44,81,11,25,5,9,10,40,50,20,13,3,20,22,1,104,97.7,97.7,106.4,119.7,2,Cedi Osman,Larry Nance Jr.,Ante Zizic,Brandon Knight,Collin Sexton,Zach Zarba,Mitchell Ervin,228.5,9.5,228.5,228,228o11 ,229,229o11,10,229,438,117,,
NBA 2018-2019 Regular Season,21801178,4/4/19,Sacramento,H,29,28,36,24,,,,,,117,240,48,97,14,38,7,10,8,28,36,28,14,12,6,7,3,117,97.7,97.7,119.7,106.4,1,Harrison Barnes,Nemanja Bjelica,Willie Cauley-Stein,Buddy Hield,De'Aaron Fox,,Mark Lindsay,-9.5,-9.5,228.5,-9.5,-26.5,-10,-25,-10,229,-585,-4.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801179,4/4/19,Golden State,R,39,21,34,14,,,,,,108,240,43,98,18,46,4,5,9,42,51,30,18,11,14,15,5,108,105.5,105.5,102.3,85.3,1,Kevin Durant,Draymond Green,DeMarcus Cousins,Klay Thompson,Stephen Curry,Tony Brothers,Kevin Scott,-13,-13,227,-28,-28.5, -13.5 -16,-28.5,-13.5,228,-1300,-3,,
NBA 2018-2019 Regular Season,21801179,4/4/19,LA Lakers,H,12,30,24,24,,,,,,90,240,37,104,8,37,8,14,18,44,62,25,10,10,18,18,7,90,105.5,105.5,85.3,102.3,1,Alex Caruso,Moritz Wagner,JaVale McGee,Kentavious Caldwell-Pope,Rajon Rondo,,Kevin Cutler,227,13,227,226.5,226.5o15 ,227,228,13.5,228,797,110o15,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801180,4/5/19,Toronto,R,34,31,21,25,,,,,,111,240,43,80,9,26,16,20,5,38,43,27,17,2,14,14,5,111,97,97,114.5,116.5,1,Kawhi Leonard,Pascal Siakam,Marc Gasol,Danny Green,Kyle Lowry,Ron Garretson,Nick Buchert,-4.5,-4.5,223,-5.5,-20.5, -6 -15,-22,-6,224,-260,-1,,
NBA 2018-2019 Regular Season,21801180,4/5/19,Charlotte,H,33,24,33,23,,,,,,113,240,44,94,13,39,12,14,8,32,40,28,17,6,6,7,2,113,97,97,116.5,114.5,1,Miles Bridges,Michael Kidd-Gilchrist,Bismack Biyombo,Dwayne Bacon,Kemba Walker,,Josh Tiven,223,4.5,223,223,223,223,224,6,224,215,109,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801181,4/5/19,Atlanta,R,18,30,32,33,,,,,,113,240,41,94,10,39,21,31,10,28,38,21,21,16,14,14,4,113,110.9,110.9,101.9,134.4,3IN4,Justin Anderson,John Collins,Alex Len,Taurean Prince,Trae Young,Michael Smith,Derrick Collins,226.5,7.5,226.5,226.5,226.5,226,225.5,9,225.5,317,108.5,,
NBA 2018-2019 Regular Season,21801181,4/5/19,Orlando,H,42,39,32,36,,,,,,149,240,56,92,18,37,19,25,9,45,54,35,24,11,19,19,4,149,110.9,110.9,134.4,101.9,1,Jonathan Isaac,Aaron Gordon,Nikola Vucevic,Evan Fournier,D.J. Augustin,,Jason Phillips,-12.5,-7.5,226.5,-24,-9,-8.5,-9,-9,225.5,-400,3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801182,4/5/19,San Antonio,R,37,40,28,24,,,,,,129,240,51,91,10,25,17,20,12,30,42,34,18,3,9,9,4,129,94.8,94.8,136.1,118.2,3IN4,DeMar DeRozan,LaMarcus Aldridge,Jakob Poeltl,Derrick White,Bryn Forbes,Derek Richardson,Karl Lane,-5,-5,227,-21.5,-11.5,-7,-12,-7,226,-250,1.5,,
NBA 2018-2019 Regular Season,21801182,4/5/19,Washington,H,32,26,30,24,,,,,,112,240,42,88,9,32,19,22,9,25,34,22,16,2,9,10,4,112,94.8,94.8,118.2,136.1,1,Troy Brown Jr.,Bobby Portis,Thomas Bryant,Bradley Beal,Tomas Satoransky,,Sean Wright,227,5,227,224.5,225o21 ,226,226u11,7,226,207,110,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801183,4/5/19,Boston,R,24,34,33,26,,,,,,117,240,48,92,7,27,14,16,7,42,49,27,15,7,11,11,6,117,100.5,100.5,116.4,96.5,1,Jayson Tatum,Al Horford,Aron Baynes,Marcus Smart,Kyrie Irving,Tom Washington,Aaron Smith,-1.5,-1.5,215,-1,-6,-1,-1.5,-1.5,214,-120,-12,,
NBA 2018-2019 Regular Season,21801183,4/5/19,Indiana,H,27,20,27,23,,,,,,97,240,38,92,10,23,11,19,10,35,45,24,15,5,11,11,3,97,100.5,100.5,96.5,116.4,1,Bojan Bogdanovic,Thaddeus Young,Myles Turner,Wesley Matthews,Cory Joseph,,Curtis Blair,215,1.5,215,213u11,213, 214u12,214,1.5,214,100,110.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801184,4/5/19,New York,R,16,27,21,32,,,,,,96,240,37,82,6,27,16,27,5,48,53,22,17,3,15,16,6,96,104.7,104.7,91.7,114.6,1,Mario Hezonja,Lance Thomas,Mitchell Robinson,Kevin Knox,Damyean Dotson,Leon Wood,Tre Maddox,220.5,17.5,220.5,217,216, 216o12,216,18,216,1628,105.5,,
NBA 2018-2019 Regular Season,21801184,4/5/19,Houston,H,32,40,31,17,,,,,,120,240,43,101,22,59,12,17,7,41,48,26,21,8,6,6,2,120,104.7,104.7,114.6,91.7,3IN4,Eric Gordon,PJ Tucker,Clint Capela,James Harden,Chris Paul,,John Goble,-17.5,-17.5,220.5,-32.5,-18,-17.5,-18,-18,216,-5500,-3,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801185,4/5/19,Miami,R,35,34,22,18,,,,,,109,240,45,88,10,34,9,12,9,29,38,24,23,10,17,17,6,109,101.3,101.3,107.6,109.5,1,Justise Winslow,Kelly Olynyk,Bam Adebayo,Dion Waiters,Goran Dragic,David Guthrie,Justin Van Duyne,-16.5,-1.5,216.5,-3.5,-18.5, -4 -15,-4,-4,218.5,-175,107,,
NBA 2018-2019 Regular Season,21801185,4/5/19,Minnesota,H,36,25,29,21,,,,,,111,240,43,86,8,24,17,21,9,34,43,25,18,10,18,19,2,111,101.3,101.3,109.5,107.6,1,Andrew Wiggins,Dario Saric,Karl-Anthony Towns,Josh Okogie,Tyus Jones,,Scott Twardoski,216.5,1.5,216.5,216.5,216.5,217.5,218.5,4,218.5,151,107,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801186,4/5/19,Detroit,R,34,32,30,14,,,,,,110,240,35,81,15,41,25,31,4,28,32,20,23,10,14,14,8,110,102.6,102.6,107.2,119.9,1,Bruce Brown,Blake Griffin,Andre Drummond,Wayne Ellington,Reggie Jackson,James Capers,Dedric Taylor,215.5,8,215.5,215o21,216,216.5,216,5.5,216,184,105o15,,
NBA 2018-2019 Regular Season,21801186,4/5/19,Oklahoma City,H,30,35,32,26,,,,,,123,240,48,101,12,29,15,22,21,38,59,30,24,10,17,17,4,123,102.6,102.6,119.9,107.2,2,Paul George,Jerami Grant,Steven Adams,Terrance Ferguson,Russell Westbrook,,Scott Wall,-8,-8,215.5,-5.5,-10.5,-5.5,-28.5,-5.5,216,-220,-4.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801187,4/5/19,Memphis,R,31,34,34,23,,,,,,122,240,46,96,16,41,14,16,12,38,50,30,16,7,10,10,2,122,98.8,98.8,123.4,113.3,1,Justin Holiday,Bruno Caboclo,Ivan Rabb,Tyler Dorsey,Delon Wright,Mike Callahan,Jacyn Goble,215,4,215,213,211.5, 211.5u13,211.5,4,211.5,144,104o15,,
NBA 2018-2019 Regular Season,21801187,4/5/19,Dallas,H,30,23,31,28,,,,,,112,240,41,96,17,47,13,21,11,31,42,28,13,4,9,9,4,112,98.8,98.8,113.3,123.4,1,Justin Jackson,Dirk Nowitzki,Maxi Kleber,Courtney Lee,Trey Burke,,Mark Ayotte,-4,-4,215,-18.5,-19, -4 -08,-4,-4,211.5,-165,-5.5,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801188,4/5/19,Sacramento,R,20,24,26,28,,,,,,98,240,38,92,5,21,17,25,12,35,47,17,23,7,18,18,1,98,105,105,93.3,113.3,3IN4-B2B,Harrison Barnes,Nemanja Bjelica,Marvin Bagley III,Buddy Hield,De'Aaron Fox,Tony Brothers,Kevin Scott,224,10.5,224,221.5u19,221.5,222,222o13,10,222,428,107u20,,
NBA 2018-2019 Regular Season,21801188,4/5/19,Utah,H,35,35,26,23,,,,,,119,240,44,85,15,33,16,25,7,39,46,30,26,9,16,16,6,119,105,105,113.3,93.3,1,Joe Ingles,Jae Crowder,Rudy Gobert,Donovan Mitchell,Ricky Rubio,,JB DeRosa,-10.5,-10.5,224,-25,-26, -10 -15,-10,-10,222,-570,1,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801189,4/5/19,New Orleans,R,38,38,23,18,9,,,,,126,265,49,101,8,23,20,27,15,38,53,28,21,4,15,15,4,126,107.2,97.1,117.6,124.1,1,Kenrich Williams,Julius Randle,Jahlil Okafor,Ian Clark,Elfrid Payton,Zach Zarba,J.T. Orr,-1.5,-1.5,232,-2,-2.5, -2.5 -15,-2.5,-2.5,228.5,-150,1.5,,
NBA 2018-2019 Regular Season,21801189,4/5/19,Phoenix,H,31,34,31,21,16,,,,,133,265,51,104,14,36,17,21,13,33,46,27,18,12,7,7,11,133,107.2,97.1,124.1,117.6,1,Mikal Bridges,Dragan Bender,Ray Spalding,Josh Jackson,Elie Okobo,,Mark Lindsay,232,1.5,232,229.5,228.5,228,228.5,2.5,228.5,130,112,BOX SCORE,ODDS
NBA 2018-2019 Regular Season,21801190,4/5/19,Portland,R,29,21,37,23,,,,,,110,240,42,86,10,29,16,20,12,28,40,24,23,6,14,15,2,110,93.5,93.5,117.7,127.3,1,Maurice Harkless,Al-Farouq Aminu,Enes Kanter,Rodney Hood,Damian Lillard,Marc Davis,Eric Dalen,216,5.5,216,216,216u12 ,216,216.5,6,216.5,201,112,,
NBA 2018-2019 Regular Season,21801190,4/5/19,Denver,H,22,34,28,35,,,,,,119,240,43,84,7,27,26,29,12,27,39,27,19,10,9,10,4,119,93.5,93.5,127.3,117.7,3IN4,Will Barton,Paul Millsap,Nikola Jokic,Gary Harris,Jamal Murray,,Courtney Kirkland,-25.5,-5.5,216,-17.5,-6, -6 -09,-6,-6,216.5,-242,-1,BOX SCORE,ODDS
